numunitid,obsval,source_code_description,description
27125,1,,6/monthly
26389,1,,WBC 10.84
17427,1,,UKFOCSS
21312,1,billion per liter,10/9 l(.757%)
23094,1,,Palladium
16653,1,,TRIG 1.06 TSH 1.43
23173,1,billion per liter,10/9 l(54.7%)
20317,1,percent,%69
16817,1,,\meddata\s6000\document\Apollo\2008\MAY\SCAN3947.T
19797,1,,\meddata\s6000\document\Apollo\2005\JAN\8986.TIF|8
25547,1,,\meddata\s6000\document\Apollo\2010\JUL\183149.TIF
27946,1,,be
19868,1,,\meddata\s6000\document\Apollo\2011\JUN\107347.TIF
12252,1,,20/40
28446,1,,Pipes daily
22327,1,,times in 4 weeks
24628,1,,grams/decilitre
18708,1,,70/171
20082,1,,U\month
19559,1,,\meddata\s6000\document\Apollo\2004\FEB\3938.TIF|3
4258,1,,Immuno-electrophor. abnormal
27848,1,billion per liter,x10^9/l(43.5%)
25943,1,,WBC 12.16
13949,1,,IIIIU
26114,1,,staphylococus aureus
27659,1,,\meddata\s6000\document\Apollo\2008\JUN\MERG4201.T
18349,1,,Size
28078,1,,per session every 2w
14361,1,,cigarettes/month
26670,1,,WBC 13.03
26556,1,,AFP Tumour makrer
20448,1,,/80.90
29170,1,,/every few weeks
22284,1,percent,% post bronc
19342,1,,\meddata\s6000\document\Apollo\2003\DEC\2823.TIF|2
25180,1,,WBC 18.88
3944,1,,pkt per week
10058,1,billion per liter,x10^9/l(44.8%)
16072,1,,h iu/mL
16651,1,,ounce daily
27663,1,,\meddata\s6000\document\Apollo\2011\APR\SCAN1031.T
19513,1,,\meddata\s6000\document\Apollo\2004\DEC\8223.TIF|8
17079,1,,12 units since April
23097,1,,/ Quit
14276,1,,\meddata\s6000\document\Apollo\2010\OCT\MERG8330.T
9317,1,percent,% [3.43]
28245,1,,cans/day & Brandy
16353,1,,\meddata\s6000\document\Apollo\2012\5\Document 813
2266,1,,kcell/L
18354,1,,- social smoker
24265,1,,2-3 times per wek
19340,1,,\meddata\s6000\document\Apollo\2003\DEC\2769.TIF|2
10987,1,,1343
16095,1,,omol
6242,1,,once at times/week
13799,1,,11.1
26159,1,,WBC 13.10
26688,1,,WBC 2.22
28636,1,billion per liter,10/9 l(23.8%)
18697,1,,Amount not sure
16795,1,,degrC
19956,1,,since december 2020
27296,1,,cm x5
27965,1,,<4
17742,1,,ccasionally/socially
6765,1,,.4.
17156,1,,/timesperweek
16661,1,,g/three days
22740,1,,gms/ wk
21975,1,,recently
22859,1,billion per liter,10/9 l(52.1%)
16376,1,,mmols-
28924,1,percent,litre (107%)
5939,1,,HCG titre - urine
9987,1,billion per liter,10/9 l(3.73%)
5268,1,,1484
16383,1,,0mg one night then 2
5922,1,,Random blood sugar low
15559,1,,wais
27359,1,heartbeat,regular  beats/min
17395,1,,occasonally
13204,1,,in past 6 weeks
18724,1,,2.10
9756,1,,CA 125
28089,1,,ng.K
20962,1,,- 37 ng/L
24945,1,,times/ph
18552,1,,Assessment: Moderate
10175,1,,ELISA UNI
18842,1,,Synexus or MAC
19774,1,,\meddata\s6000\document\Apollo\2005\FEB\9384.TIF|9
19116,1,billion per liter,10/9 l(3.74%)
12138,1,,pint week
6785,1,,. .4..
28875,1,,U/3m
2398,1,,140gram
15480,1,billion per liter,10/9 l(30.0%)
14522,1,,sitting
3537,1,,CD19 B-cell count
27203,1,,log/22
27473,1,,48/minute
16022,1,,L gL
22925,1,,1 at the weekend
15683,1,,ppb.
18666,1,,2186
11746,0,,115151
20694,0,,/ ounce per week
8438,0,,\meddata\s6000\document\Apollo\2012\JUN\187494.TIF
7523,0,,\meddata\s6000\document\Apollo\2007\JUL\MERG0048.T
8245,0,,\meddata\s6000\document\Apollo\2007\JUN\54036.TIF|
12525,0,,/2 every month
8061,0,,\meddata\s6000\document\Apollo\2011\JUL\161467.TIF
21575,0,,>13 ng/L
8216,0,,\meddata\s6000\document\Apollo\2010\AUG\135193.TIF
8319,0,,\meddata\s6000\document\Apollo\2010\APR\126576.TIF
11328,0,,number smoked
15667,0,,times/3 mths
4015,0,,No. Rpts
8359,0,,\meddata\s6000\document\Apollo\2010\JUN\132027.TIF
8354,0,,\meddata\s6000\document\Apollo\2009\AUG\108195.TIF
18547,0,,\meddata\s6000\document\Apollo\2012\4\Document 196
11872,0,,ÃÂµ
7505,0,,\meddata\s6000\document\Apollo\2012\OCT\SCAN3110.T
7654,0,,\meddata\s6000\document\Apollo\2004\MAY\389.TIF|38
7639,0,,\meddata\s6000\document\Apollo\2012\SEP\79168.TIF|
8330,0,,\meddata\s6000\document\Apollo\2012\JUN\188150.TIF
7526,0,,\meddata\s6000\document\Apollo\2012\JUL\SCAN1110.T
20844,0,,cans/a week
8214,0,,\meddata\s6000\document\Apollo\2010\AUG\135406.TIF
8255,0,,\meddata\s6000\document\Apollo\2009\SEP\109900.TIF
19942,0,,some times
6202,0,,10/9 l(.946%)
12598,0,,day previous
7578,0,,\meddata\s6000\document\Apollo\2012\JUL\SCAN1092.T
8333,0,,\meddata\s6000\document\Apollo\2008\OCT\85105.TIF|
15419,0,,cigar every few days
16943,0,,ankle pressure/BP
17417,0,,ÃÂµmol/mmol
8312,0,,\meddata\s6000\document\Apollo\2009\NOV\113996.TIF
24145,0,,400 a
2474,0,,/hardley ever
8064,0,,\meddata\s6000\document\Apollo\2010\APR\127043.TIF
8236,0,,\meddata\s6000\document\Apollo\2011\MAR\150879.TIF
8413,0,,\meddata\s6000\document\Apollo\2010\SEP\138961.TIF
24914,0,,ng/lm
7658,0,,\meddata\s6000\document\Apollo\2012\NOV\81270.TIF|
18538,0,,\meddata\s6000\document\Apollo\2012\1\Document 188
13209,0,,2-3 weekly
8047,0,,\meddata\s6000\document\Apollo\2009\JUL\106789.TIF
17809,0,,\meddata\s6000\document\Apollo\2010\MAY\54322.TIF|
12590,0,,gin/tonic day
8446,0,,\meddata\s6000\document\Apollo\2009\FEB\94638.TIF|
12775,0,,\meddata\s6000\document\Apollo\2012\JUL\137805.TIF
7646,0,,\meddata\s6000\document\Apollo\2008\AUG\MERG2202.T
20681,0,,times/occasionally
9584,0,,10/9 l(.374%)
8235,0,,\meddata\s6000\document\Apollo\2010\MAR\124698.TIF
8224,0,,\meddata\s6000\document\Apollo\2011\OCT\168307.TIF
19658,0,,\meddata\s6000\document\Apollo\2004\MAY\4866.TIF|4
7391,0,,\meddata\s6000\document\Apollo\2011\DEC\SCAN6306.T
20387,0,,stick/week
8274,0,,\meddata\s6000\document\Apollo\2009\JUN\104548.TIF
8463,0,,\meddata\s6000\document\Apollo\2011\APR\155192.TIF
17956,0,,'about' x %
23346,0,,9 mg daily
14068,0,,-30 units/week
8462,0,,\meddata\s6000\document\Apollo\2010\NOV\143251.TIF
19735,0,,\meddata\s6000\document\Apollo\2004\SEP\6962.TIF|6
7741,0,,bpml
20127,0,,gram weekly
15192,0,,22.5 - 24.9
8400,0,,\meddata\s6000\document\Apollo\2011\NOV\170693.TIF
21943,0,,special
11757,0,,notknown
15610,0,,10/9 l(.943%)
15236,0,,<50 ug/g
8295,0,,\meddata\s6000\document\Apollo\2009\AUG\107619.TIF
8297,0,,\meddata\s6000\document\Apollo\2013\2\Document 210
12757,0,,\meddata\s6000\document\Apollo\2012\OCT\142747.TIF
7663,0,,\meddata\s6000\document\Apollo\2012\NOV\81262.TIF|
27805,0,,Âµmols/l
18539,0,,\meddata\s6000\document\Apollo\2012\2\Document 189
8358,0,,\meddata\s6000\document\Apollo\2010\AUG\136792.TIF
7461,0,,\meddata\s6000\document\Apollo\2008\JAN\SCAN4288.T
8427,0,,\meddata\s6000\document\Apollo\2009\JUL\105388.TIF
8092,0,,\meddata\s6000\document\Apollo\2010\MAY\128776.TIF
4417,0,,6L
12759,0,,\meddata\s6000\document\Apollo\2013\MAY\156445.TIF
8466,0,,\meddata\s6000\document\Apollo\2012\MAR\180239.TIF
7555,0,,\meddata\s6000\document\Apollo\2009\FEB\SCAN3037.T
16134,0,,ÃÂµmols/l
7517,0,,\meddata\s6000\document\Apollo\2011\AUG\64584.TIF|
15830,0,,10/9 l(6.51%)
8504,0,,\meddata\s6000\document\Apollo\2012\JAN\174977.TIF
19228,0,,ml rum/day
17501,0,,U/week21
19882,0,,\meddata\s6000\document\Apollo\2012\8\Document 167
8334,0,,\meddata\s6000\document\Apollo\2012\JAN\176373.TIF
8145,0,,\meddata\s6000\document\Apollo\2011\OCT\168419.TIF
20647,0,,- 60 beats/min
12522,0,,litre wine/week
4418,0,,4L
12805,0,,\meddata\s6000\document\Apollo\2012\APR\132220.TIF
8347,0,,\meddata\s6000\document\Apollo\2011\APR\154220.TIF
21319,0,,/day 0
4405,0,,3L
17666,0,,EU/mil
20024,0,,quartley
6386,0,,94 umol/L
6488,0,,\meddata\s6000\document\Apollo\2012\DEC\SCAN7807.A
22484,0,,\meddata\s6000\document\Apollo\2011\SEP\SCAN7842.T
8393,0,,\meddata\s6000\document\Apollo\2005\JUN\SCAN0073.T
7390,0,,\meddata\s6000\document\Apollo\2011\DEC\67919.TIF|
16593,0,,\meddata\s6000\document\Apollo\2009\OCT\SCAN1515.T
12783,0,,\meddata\s6000\document\Apollo\2012\OCT\142882.TIF
7425,0,,\meddata\s6000\document\Apollo\2010\JAN\49238.TIF|
8206,0,,\meddata\s6000\document\Apollo\2011\AUG\162716.TIF
6043,0,,Lithium level therapeutic
8351,0,,\meddata\s6000\document\Apollo\2008\OCT\87205.TIF|
8442,0,,\meddata\s6000\document\Apollo\2008\JUL\80005.TIF|
14231,0,,\meddata\s6000\document\Apollo\2010\JUL\MERG7497.T
5085,0,,2227
17086,0,,dayy
9579,0,,10/9 l(.884%)
18546,0,,\meddata\s6000\document\Apollo\2012\3\Document 195
17159,0,,15 days
12812,0,,\meddata\s6000\document\Apollo\2013\JUN\154406.pdf
8277,0,,\meddata\s6000\document\Apollo\2005\JUN\1373.TIF|1
11530,0,,"Ly to be depressed,"
2953,0,,/ mmHg
17957,0,,'undetectable'
7607,0,,\meddata\s6000\document\Apollo\2004\SEP\SCAN2630.T
12554,0,,year ago
17919,0,,W/40
8318,0,,\meddata\s6000\document\Apollo\2010\FEB\122737.TIF
7459,0,,\meddata\s6000\document\Apollo\2008\SEP\36104.TIF|
11720,0,,50-150
10458,0,,O/E: dark ground micr:organism
12524,0,,/8 units daily
19096,0,,ÃÂ¦G/L PC
20235,0,,1 each week
12467,0,,monthgs
12710,0,,in six months
8123,0,,\meddata\s6000\document\Apollo\2009\DEC\116516.TIF
12439,0,,glass Rose/day
17773,0,,10/9 l(44.8%)
7619,0,,\meddata\s6000\document\Apollo\2009\JUN\43363.TIF|
8109,0,,\meddata\s6000\document\Apollo\2011\DEC\173390.TIF
12057,0,,Aptr (Coag)
12825,0,,\meddata\s6000\document\Apollo\2013\JUL\156521.PDF
7489,0,,\meddata\s6000\document\Apollo\2009\MAR\SCAN3628.T
8304,0,,\meddata\s6000\document\Apollo\2007\SEP\58658.TIF|
18985,0,,14 yrs
8539,0,,19 + 3
12391,0,,tues
8494,0,,\meddata\s6000\document\Apollo\2011\DEC\174002.TIF
8091,0,,\meddata\s6000\document\Apollo\2012\FEB\178306.TIF
14069,0,,- 120 mmHg
9050,0,,Livebirths
19769,0,,\meddata\s6000\document\Apollo\2005\FEB\9239.TIF|9
15316,0,,since 15 years ago
10472,0,,Plasma androstenedione level
7450,0,,\meddata\s6000\document\Apollo\2009\JUN\SCAN5690.T
7411,0,,\meddata\s6000\document\Apollo\2004\NOV\50275.TIF|
8102,0,,\meddata\s6000\document\Apollo\2008\SEP\84675.TIF|
7576,0,,\meddata\s6000\document\Apollo\2012\AUG\SCAN1817.T
8311,0,,\meddata\s6000\document\Apollo\2011\NOV\171517.TIF
20847,0,,Vape/Cigar/Joint
8086,0,,\meddata\s6000\document\Apollo\2011\NOV\171130.TIF
12828,0,,\meddata\s6000\document\Apollo\2012\MAY\134970.TIF
7581,0,,\meddata\s6000\document\Apollo\2009\JAN\39137.TIF|
18383,0,,- 42 ng/L
20685,0,,lt a day
8178,0,,\meddata\s6000\document\Apollo\2010\MAR\124226.TIF
8259,0,,\meddata\s6000\document\Apollo\2010\FEB\121672.TIF
8346,0,,\meddata\s6000\document\Apollo\2008\NOV\89221.TIF|
22065,0,,10/9 l(.296%)
7417,0,,\meddata\s6000\document\Apollo\2009\APR\41960.TIF|
20552,0,,-75 beats/min
12388,0,,-90 beats/min
22440,0,,less then monthly`
2301,0,,L/16hrs
7562,0,,\meddata\s6000\document\Apollo\2010\APR\52185.TIF|
24134,0,,yeast
8180,0,,\meddata\s6000\document\Apollo\2009\OCT\112206.TIF
12810,0,,\meddata\s6000\document\Apollo\2012\JUL\137664.TIF
1546,0,,pack tobacco/week
22801,0,,fortnightly ?
21121,0,,pO2
19970,0,,ig/dL
16274,0,,- 130 irreg
10259,0,,( 15
7836,0,,CSF electrophoresis
8288,0,,\meddata\s6000\document\Apollo\2013\1\Document 208
8053,0,,\meddata\s6000\document\Apollo\2009\NOV\114615.TIF
8202,0,,\meddata\s6000\document\Apollo\2009\SEP\110139.TIF
7688,0,,\meddata\s6000\document\Apollo\2009\APR\41962.TIF|
7515,0,,\meddata\s6000\document\Apollo\2008\SEP\SCAN8989.T
7681,0,,\meddata\s6000\document\Apollo\2004\SEP\SCAN2629.T
8054,0,,\meddata\s6000\document\Apollo\2011\FEB\149093.TIF
21070,0,,wear
12665,0,,/4 L of cider
7502,0,,\meddata\s6000\document\Apollo\2010\MAY\52575.TIF|
12849,0,,\meddata\s6000\document\Apollo\2012\OCT\142845.TIF
12358,0,,-8 cans a night
8430,0,,\meddata\s6000\document\Apollo\2011\OCT\168442.TIF
12772,0,,\meddata\s6000\document\Apollo\2012\JUN\135732.TIF
12829,0,,\meddata\s6000\document\Apollo\2012\SEP\140140.TIF
8332,0,,\meddata\s6000\document\Apollo\2009\MAR\98088.TIF|
7513,0,,\meddata\s6000\document\Apollo\2004\AUG\SCAN2143.T
8119,0,,\meddata\s6000\document\Apollo\2013\1\Document 206
8140,0,,\meddata\s6000\document\Apollo\2012\JUN\189235.TIF
15845,0,,10/9 l(53.5%)
15965,0,,'1'
8522,0,,\meddata\s6000\document\Apollo\2010\MAY\127849.TIF
21683,0,,ISR
7458,0,,\meddata\s6000\document\Apollo\2005\JUN\SCAN7360.T
7401,0,,\meddata\s6000\document\Apollo\2011\JAN\58862.TIF|
13166,0,,2 x weekly
8472,0,,\meddata\s6000\document\Apollo\2012\FEB\177020.TIF
3677,0,,Mycoplasma agglutination test
7623,0,,\meddata\s6000\document\Apollo\2012\OCT\79983.TIF|
12466,0,,eeks
17368,0,,SGU
7545,0,,\meddata\s6000\document\Apollo\2011\JAN\58844.TIF|
20300,0,,1>
7615,0,,\meddata\s6000\document\Apollo\2008\JUN\MERG1828.T
23996,0,,exp = 0.74 - 4.20
8177,0,,\meddata\s6000\document\Apollo\2012\FEB\177783.TIF
23807,0,,times/we7
8456,0,,\meddata\s6000\document\Apollo\2011\JUL\161514.TIF
7457,0,,\meddata\s6000\document\Apollo\2010\JAN\49143.TIF|
21306,0,,75grams
20494,0,,since December13
8059,0,,\meddata\s6000\document\Apollo\2009\JUN\103098.TIF
18128,0,,\meddata\s6000\document\Apollo\2011\MAR\MERG0919.A
8483,0,,\meddata\s6000\document\Apollo\2006\AUG\32060.TIF|
22750,0,,every 3/12
7521,0,,\meddata\s6000\document\Apollo\2011\MAY\62164.TIF|
17988,0,,mOsm
8146,0,,\meddata\s6000\document\Apollo\2011\DEC\172692.TIF
22023,0,,roll ups a /day
7429,0,,\meddata\s6000\document\Apollo\2009\JUL\SCAN6355.T
7549,0,,\meddata\s6000\document\Apollo\2009\JAN\MERG3014.T
8085,0,,\meddata\s6000\document\Apollo\2010\MAY\128269.TIF
24539,0,,\meddata\s6000\document\Apollo\2012\MAR\269438.TIF
11748,0,,9NdJ
12330,0,,ku /l
7409,0,,\meddata\s6000\document\Apollo\2011\DEC\71717.TIF|
8884,0,,14days
7609,0,,\meddata\s6000\document\Apollo\2009\JUN\MERG4008.T
8046,0,,\meddata\s6000\document\Apollo\2011\JUN\159624.TIF
8492,0,,\meddata\s6000\document\Apollo\2011\DEC\173811.TIF
6132,0,,ug/L (3.0-12.0 ug/L)
6331,0,,role ups
23473,0,,2/2/3 ALT days
2247,0,,75gs/wk
19887,0,,\meddata\s6000\document\Apollo\2012\JUL\171582.TIF
20045,0,,10 a day/ 50 years a
8258,0,,\meddata\s6000\document\Apollo\2006\SEP\33899.TIF|
12790,0,,\meddata\s6000\document\Apollo\2012\NOV\142807.TIF
18137,0,,year15
8518,0,,\meddata\s6000\document\Apollo\2011\FEB\149001.TIF
23869,0,,mU/Lmu/L
8305,0,,\meddata\s6000\document\Apollo\2005\AUG\4968.TIF|4
17855,0,,27-40
29144,0,,drinks/year
7522,0,,\meddata\s6000\document\Apollo\2012\JAN\71764.TIF|
8401,0,,\meddata\s6000\document\Apollo\2011\APR\155296.TIF
8142,0,,\meddata\s6000\document\Apollo\2009\JUN\103625.TIF
23395,0,,7mg/7mg/8mg alt day
7591,0,,\meddata\s6000\document\Apollo\2010\JUL\54446.TIF|
8271,0,,\meddata\s6000\document\Apollo\2011\OCT\168985.TIF
13345,0,,audit acore
7512,0,,\meddata\s6000\document\Apollo\2008\JAN\SCAN3674.T
8101,0,,\meddata\s6000\document\Apollo\2012\JUN\189217.TIF
8450,0,,\meddata\s6000\document\Apollo\2012\APR\182314.TIF
21175,0,,2 occasional
12853,0,,\meddata\s6000\document\Apollo\2012\NOV\143294.TIF
8125,0,,\meddata\s6000\document\Apollo\2011\JUL\161537.TIF
7491,0,,\meddata\s6000\document\Apollo\2008\SEP\MERG2344.T
8498,0,,\meddata\s6000\document\Apollo\2011\AUG\162650.TIF
8363,0,,\meddata\s6000\document\Apollo\2009\DEC\118322.TIF
8051,0,,\meddata\s6000\document\Apollo\2011\SEP\167297.TIF
7603,0,,\meddata\s6000\document\Apollo\2009\JUL\SCAN6491.T
8257,0,,\meddata\s6000\document\Apollo\2012\JUL\191288.TIF
8189,0,,\meddata\s6000\document\Apollo\2007\JAN\SCAN7148.T
8339,0,,\meddata\s6000\document\Apollo\2012\MAR\182053.TIF
7653,0,,\meddata\s6000\document\Apollo\2012\MAY\75619.TIF|
22025,0,,times/day at least
23372,0,,2MG/3MG/3MG ALT DAY
2710,0,,40 + 5
8250,0,,\meddata\s6000\document\Apollo\2013\3\Document 211
24361,0,,2.5 g/week
12378,0,,ears
15368,0,,118/93
8421,0,,\meddata\s6000\document\Apollo\2010\AUG\136262.TIF
20456,0,,4/5 day
20574,0,,160-180
4141,0,,no past week
12674,0,,leg
7657,0,,\meddata\s6000\document\Apollo\2008\FEB\SCAN4678.T
15522,0,,\meddata\s6000\document\Apollo\2010\APR\52738.TIF|
8397,0,,\meddata\s6000\document\Apollo\2010\FEB\121300.TIF
8134,0,,\meddata\s6000\document\Apollo\2008\NOV\SCAN2300.T
19945,0,,10/9 l(11.4%)
13569,0,,Blood sent - infectious titres
8163,0,,\meddata\s6000\document\Apollo\2009\NOV\113908.TIF
8448,0,,\meddata\s6000\document\Apollo\2008\DEC\90524.TIF|
8308,0,,\meddata\s6000\document\Apollo\2006\OCT\SCAN1911.T
8199,0,,\meddata\s6000\document\Apollo\2010\MAR\123255.TIF
8457,0,,\meddata\s6000\document\Apollo\2010\SEP\137611.TIF
20415,0,,months 6
8336,0,,\meddata\s6000\document\Apollo\2008\OCT\85989.TIF|
7508,0,,\meddata\s6000\document\Apollo\2009\MAR\41407.TIF|
20864,0,,8 - 14 week
12179,0,,mIU/L ##
18747,0,,Hepatitis C PCR
8174,0,,\meddata\s6000\document\Apollo\2010\MAR\122960.TIF
8309,0,,\meddata\s6000\document\Apollo\2010\JAN\120415.TIF
27593,0,,62umol/L
7480,0,,\meddata\s6000\document\Apollo\2010\JUL\54416.TIF|
14710,0,,seven times a week
15857,0,,10/9 l(7.79%)
8128,0,,\meddata\s6000\document\Apollo\2013\4\Document 216
20840,0,,monthjs
12809,0,,\meddata\s6000\document\Apollo\2012\NOV\144343.TIF
7547,0,,\meddata\s6000\document\Apollo\2008\APR\32797.TIF|
7636,0,,\meddata\s6000\document\Apollo\2004\NOV\SCAN3636.T
19256,0,,bottel wine a day
20843,0,,weei
10075,0,,75 ounces per week
12450,0,,/80 mmHg
12754,0,,\meddata\s6000\document\Apollo\2012\JUL\138151.TIF
7652,0,,\meddata\s6000\document\Apollo\2012\FEB\73315.TIF|
9025,0,,TF titre
16800,0,,mcg /l
8150,0,,\meddata\s6000\document\Apollo\2011\AUG\163502.TIF
20700,0,,per day guiness
8157,0,,\meddata\s6000\document\Apollo\2010\FEB\122511.TIF
8170,0,,\meddata\s6000\document\Apollo\2005\DEC\13959.TIF|
12401,0,,-6 cans lager/day
12834,0,,\meddata\s6000\document\Apollo\2012\SEP\140093.TIF
17585,0,,/Unk Uom
8342,0,,\meddata\s6000\document\Apollo\2011\AUG\164969.TIF
8280,0,,\meddata\s6000\document\Apollo\2012\APR\183678.TIF
23077,0,,2'
7443,0,,\meddata\s6000\document\Apollo\2009\JAN\SCAN2458.T
7434,0,,\meddata\s6000\document\Apollo\2005\JAN\SCAN4849.T
12760,0,,\meddata\s6000\document\Apollo\2012\NOV\144636.TIF
13612,0,,miu/mi
19213,0,,IU?L
21338,0,,times last 4 weeks
8293,0,,\meddata\s6000\document\Apollo\2010\SEP\138107.TIF
8182,0,,\meddata\s6000\document\Apollo\2010\JUL\133779.TIF
8324,0,,\meddata\s6000\document\Apollo\2011\NOV\171858.TIF
8423,0,,\meddata\s6000\document\Apollo\2012\MAR\181435.TIF
16582,0,,8B3x
11244,0,,008085
20513,0,,kg/m-2
21499,0,,/did not provide
14046,0,,2 day
8389,0,,\meddata\s6000\document\Apollo\2009\DEC\116636.TIF
6858,0,,1856
21719,0,,ÃÂ£/week
10243,0,,( 7
6103,0,,RBC folate borderline
12591,0,,-40 U/week
4107,0,,x10^9/l(56.5%)
18435,0,,gp
12566,0,,/4 bottles wine
7490,0,,\meddata\s6000\document\Apollo\2010\MAR\51567.TIF|
22696,0,,roll-up per day
7462,0,,\meddata\s6000\document\Apollo\2009\APR\MERG3583.T
12480,0,,whiskey on saturday
12861,0,,\meddata\s6000\document\Apollo\2012\SEP\141037.TIF
15159,0,,- 115 mmHg
12481,0,,months ?
18439,0,,0-7
7573,0,,\meddata\s6000\document\Apollo\2005\APR\MERG1047.T
8331,0,,\meddata\s6000\document\Apollo\2005\NOV\11035.TIF|
8220,0,,\meddata\s6000\document\Apollo\2011\MAY\156114.TIF
12817,0,,\meddata\s6000\document\Apollo\2013\APR\152339.TIF
8379,0,,\meddata\s6000\document\Apollo\2010\AUG\135526.TIF
18110,0,,95/68
7659,0,,\meddata\s6000\document\Apollo\2011\NOV\67698.TIF|
15471,0,,4ppm
22141,0,,taken
12827,0,,\meddata\s6000\document\Apollo\2012\JUL\137113.TIF
8143,0,,\meddata\s6000\document\Apollo\2009\JUN\103099.TIF
9235,0,,x 3 days in a week
17628,0,,x 1 weekly - social
12628,0,,- 2 pts beer 6 day/w
7392,0,,\meddata\s6000\document\Apollo\2009\NOV\47430.TIF|
15140,0,,mon th
8399,0,,\meddata\s6000\document\Apollo\2010\MAR\122821.TIF
17534,0,,U/yearley
8132,0,,\meddata\s6000\document\Apollo\2012\MAR\MERG3931.T
17488,0,,cans 4.5% lager/day
7446,0,,\meddata\s6000\document\Apollo\2007\OCT\MERG0445.T
10810,0,,ÃÂ£ of cannabis-ÃÂ£20/8t
3298,0,,10/9 l(34.0%)
8416,0,,\meddata\s6000\document\Apollo\2011\AUG\162944.TIF
8205,0,,\meddata\s6000\document\Apollo\2012\APR\183507.TIF
22553,0,,"10""9/1"
13856,0,,g/in 3 week
12681,0,,headaches
18544,0,,\meddata\s6000\document\Apollo\2012\3\Document 193
7540,0,,\meddata\s6000\document\Apollo\2009\JAN\SCAN2254.T
20028,0,,mEk/L
7389,0,,\meddata\s6000\document\Apollo\2012\MAR\SCAN8415.T
26534,0,,\meddata\s6000\document\Apollo\2010\AUG\189460.TIF
12776,0,,\meddata\s6000\document\Apollo\2013\AUG\157926.TIF
22169,0,,unkown consumption
8173,0,,\meddata\s6000\document\Apollo\2011\AUG\163317.TIF
19504,0,,\meddata\s6000\document\Apollo\2004\AUG\6664.TIF|6
12858,0,,\meddata\s6000\document\Apollo\2012\OCT\142942.TIF
7436,0,,\meddata\s6000\document\Apollo\2011\MAY\62126.TIF|
8106,0,,\meddata\s6000\document\Apollo\2009\OCT\112145.TIF
7551,0,,\meddata\s6000\document\Apollo\2008\NOV\MERG2596.T
7495,0,,\meddata\s6000\document\Apollo\2005\FEB\SCAN5421.T
16273,0,,2c
7563,0,,\meddata\s6000\document\Apollo\2012\SEP\SCAN2158.T
2069,0,,3 hours pp
12771,0,,\meddata\s6000\document\Apollo\2012\NOV\144357.TIF
18129,0,,132/86
18031,0,,ug/g hb(0.0-3.5)
17638,0,,10/9 l(25.7%)
8299,0,,\meddata\s6000\document\Apollo\2010\MAY\128196.TIF
21137,0,,2.45 mmol/L
8426,0,,\meddata\s6000\document\Apollo\2009\MAR\97809.TIF|
7388,0,,\meddata\s6000\document\Apollo\2011\APR\61322.TIF|
8215,0,,\meddata\s6000\document\Apollo\2010\JUN\131830.TIF
12823,0,,\meddata\s6000\document\Apollo\2013\FEB\148391.TIF
17639,0,,10/9 l(65.1%)
20898,0,,cans lager/month
7632,0,,\meddata\s6000\document\Apollo\2010\DEC\58626.TIF|
8501,0,,\meddata\s6000\document\Apollo\2013\3\Document 213
20783,0,,Cell /cu mm
7665,0,,\meddata\s6000\document\Apollo\2011\OCT\SCAN4982.T
12770,0,,\meddata\s6000\document\Apollo\2012\SEP\140457.TIF
20308,0,,Falls in last year
8270,0,,\meddata\s6000\document\Apollo\2011\NOV\171407.TIF
22699,0,,months6
7641,0,,\meddata\s6000\document\Apollo\2012\JAN\SCAN7002.T
8341,0,,\meddata\s6000\document\Apollo\2010\NOV\142208.TIF
16295,0,,SD above limit
12995,0,,mls/l
12463,0,,/ 95%
8110,0,,\meddata\s6000\document\Apollo\2012\JAN\176282.TIF
12838,0,,\meddata\s6000\document\Apollo\2012\SEP\140717.TIF
22044,0,,About 2 a year
12423,0,,- 38 kg/m2
21398,0,,- 145 bpm
8506,0,,\meddata\s6000\document\Apollo\2012\JUN\189885.TIF
12799,0,,\meddata\s6000\document\Apollo\2012\NOV\143401.TIF
14498,0,,bottles spirit/day
12844,0,,\meddata\s6000\document\Apollo\2012\OCT\142889.TIF
8985,0,,6.66
8368,0,,\meddata\s6000\document\Apollo\2009\JUN\104275.TIF
13638,0,,once aweek
8486,0,,\meddata\s6000\document\Apollo\2010\JAN\120311.TIF
12773,0,,\meddata\s6000\document\Apollo\2012\AUG\143840.TIF
12183,0,,IU/L ##
3263,0,,ÃÂ¬ÃÂ¬
16155,0,,none drinker
15510,0,,ÃÂµm
16606,0,,12/L1
7474,0,,\meddata\s6000\document\Apollo\2005\JAN\SCAN4699.T
19653,0,,\meddata\s6000\document\Apollo\2004\MAR\4392.TIF|4
12426,0,,whisky daily
8411,0,,\meddata\s6000\document\Apollo\2012\JAN\175818.TIF
