numunitid,Description
26858,\meddata\s6000\document\Apollo\2007\AUG\56238.TIF|
26859,\meddata\s6000\document\Apollo\2007\AUG\SCAN0564.T
26860,\meddata\s6000\document\Apollo\2007\JUL\SCAN1268.T
26861,\meddata\s6000\document\Apollo\2007\NOV\69296.TIF|
26862,\meddata\s6000\document\Apollo\2007\NOV\69851.TIF|
26863,\meddata\s6000\document\Apollo\2007\OCT\64948.TIF|
26864,\meddata\s6000\document\Apollo\2008\AUG\98296.TIF|
26865,\meddata\s6000\document\Apollo\2008\AUG\98691.TIF|
26866,\meddata\s6000\document\Apollo\2008\DEC\112992.TIF
26867,\meddata\s6000\document\Apollo\2008\FEB\77685.TIF|
26868,\meddata\s6000\document\Apollo\2008\FEB\SCAN7815.T
26869,\meddata\s6000\document\Apollo\2008\JUL\97344.TIF|
26870,\meddata\s6000\document\Apollo\2008\JUN\93645.TIF|
26871,\meddata\s6000\document\Apollo\2008\MAY\86324.TIF|
26872,\meddata\s6000\document\Apollo\2008\OCT\104978.TIF
26873,\meddata\s6000\document\Apollo\2008\OCT\106924.TIF
26874,\meddata\s6000\document\Apollo\2008\OCT\107877.TIF
26875,\meddata\s6000\document\Apollo\2009\APR\130258.TIF
26876,\meddata\s6000\document\Apollo\2009\AUG\145736.TIF
26877,\meddata\s6000\document\Apollo\2009\FEB\121731.TIF
26878,\meddata\s6000\document\Apollo\2009\JUN\133023.TIF
26879,\meddata\s6000\document\Apollo\2009\JUN\142818.TIF
26880,\meddata\s6000\document\Apollo\2010\FEB\164533.TIF
26881,\meddata\s6000\document\Apollo\2010\JAN\161569.TIF
26882,\meddata\s6000\document\Apollo\2010\JUL\185543.TIF
26883,\meddata\s6000\document\Apollo\2010\MAR\170503.TIF
26884,\meddata\s6000\document\Apollo\2010\OCT\197541.TIF
26885,\meddata\s6000\document\Apollo\2010\OCT\198155.TIF
26886,\meddata\s6000\document\Apollo\2010\SEP\193759.TIF
26887,\meddata\s6000\document\Apollo\2011\APR\218488.TIF
26888,\meddata\s6000\document\Apollo\2011\AUG\234224.TIF
26889,\meddata\s6000\document\Apollo\2011\FEB\211023.TIF
26890,\meddata\s6000\document\Apollo\2011\JAN\212061.TIF
26891,\meddata\s6000\document\Apollo\2011\MAR\214224.TIF
26892,\meddata\s6000\document\Apollo\2011\MAY\222648.TIF
26893,\meddata\s6000\document\Apollo\2012\DEC\293643.TIF
26894,\meddata\s6000\document\Apollo\2012\FEB\258363.TIF
26895,\meddata\s6000\document\Apollo\2012\JUN\MERG9553.T
26896,\meddata\s6000\document\Apollo\2012\MAR\261847.TIF
26897,\meddata\s6000\document\Apollo\2012\NOV\293225.TIF
26898,\meddata\s6000\document\Apollo\2013\APR\311742.TIF
26899,\meddata\s6000\document\Apollo\2013\APR\MERG9326.T
26900,\meddata\s6000\document\Apollo\2014\JUN\366025.TIF
26901,3 mg
26902,6/7 mg
26903,a bit low
26904,action taken
26905,adjusted
26906,better same dose
26907,better WBC 3.94
26908,borderline improving
26909,but better
26910,change 2/3 mg
26911,cont 6mg
26912,continue check 2.52
26913,down to 2.5 mg
26914,down to 3 1/2 mg
26915,fair
26916,fasting very good
26917,haemolysed sample
26918,high WBC 12.78
26919,hypothyroidism
26920,low  WBC 12.28
26921,low  WBC 7.41
26922,low - WBC 10.08
26923,low - WBC 5.79
26924,low but OK
26925,low WBC 11.20
26926,MRSA still present
26927,no change repeat 2 w
26928,nor
26929,normal fasting
26930,positive IgG
26931,pre treatment
26932,PTH - excellent
26933,raised WBC 6.75
26934,raised WBC 7.96
26935,reduce to 3 mg
26936,repeat 2.12
26937,repeat 2/12
26938,same dose 3.5
26939,see when CXR avail
26940,slightlhy haemolysed
26941,slightly congested
26942,slightly haemolysed
26943,slightly high
26944,stable 2.5 mg
26945,stable 5 mg
26946,stable 5/4 alt days
26947,stable 8 mg
26948,stable same 5 mg
26949,stable stay 5 mg
26950,stay on 2.5
26951,stay on 3 mg
26952,stay on 5 mg
26953,still bit anaemic
26954,streptococcus
26955,TCI as planned
26956,TCI for repeat U&E's
26957,TCI next week
26958,TCI not urgent
26959,TCI very important
26960,to 1.5 mg daily
26961,troponin 1 (trial)
26962,up but stable
26963,up to 3 mg and
26964,very raised
26965,WBC 10.08
26966,WBC 10.13
26967,WBC 10.15
26968,WBC 10.34
26969,WBC 10.36
26970,WBC 10.37
26971,WBC 10.42
26972,WBC 10.53
26973,WBC 10.76
26974,WBC 10.89
26975,WBC 11.09
26976,WBC 11.10
26977,WBC 11.22
26978,WBC 11.24
26979,WBC 11.40
26980,WBC 11.58
26981,WBC 11.75
26982,WBC 11.94
26983,WBC 12.03
26984,WBC 12.05
26985,WBC 12.27
26986,WBC 12.29
26987,WBC 12.34
26988,WBC 12.40
26989,WBC 12.42
26990,WBC 12.50
26991,WBC 12.59
26992,WBC 12.62
26993,WBC 12.64
26994,WBC 12.66
26995,WBC 12.81
26996,WBC 12.85
26997,WBC 13.31
26998,WBC 13.47
26999,WBC 13.51
27000,WBC 13.68
27001,WBC 13.73
27002,WBC 13.99
27003,WBC 14.25
27004,WBC 14.31
27005,WBC 14.51
27006,WBC 14.53
27007,WBC 14.69
27008,WBC 14.74
27009,WBC 14.96
27010,WBC 15.12
27011,WBC 17.25
27012,WBC 17.64
27013,WBC 2.28
27014,WBC 2.34
27015,WBC 2.50
27016,WBC 2.76
27017,WBC 20.03
27018,WBC 20.05
27019,WBC 20.69
27020,"WBC 3,37"
27021,WBC 3.00
27022,WBC 3.30
27023,WBC 3.68
27024,WBC 3.71
27025,WBC 3.73
27026,WBC 3.83
27027,WBC 3.96
27028,"WBC 4,19"
27029,WBC 4.13
27030,WBC 4.20
27031,WBC 4.22
27032,WBC 4.30
27033,WBC 4.44
27034,WBC 4.61
27035,WBC 4.75
27036,WBC 4.95
27037,WBC 47.82
27038,WBC 5.06
27039,WBC 5.08
27040,WBC 5.10
27041,WBC 5.49
27042,WBC 5.50
27043,WBC 5.71
27044,WBC 5.87
27045,WBC 5.95
27046,WBC 54.74
27047,WBC 6.01
27048,WBC 6.1
27049,WBC 6.37
27050,WBC 6.43
27051,WBC 6.45
27052,WBC 6.56
27053,WBC 6.58
27054,WBC 6.75
27055,WBC 6.77
27056,WBC 6.92
27057,WBC 7.01
27058,WBC 7.12
27059,WBC 7.29
27060,WBC 7.80
27061,WBC 7.82
27062,WBC 7.93
27063,WBC 8.01
27064,WBC 8.03
27065,WBC 8.22
27066,WBC 8.26
27067,WBC 8.28
27068,WBC 8.36
27069,WBC 8.68
27070,WBC 8.75
27071,WBC 8.84
27072,WBC 8.87
27073,WBC 8.97
27074,WBC 9.08
27075,WBC 9.14
27076,WBC 9.16
27077,WBC 9.30
27078,WBC 9.32
27079,WBC 9.49
27080,WBC 9.54
27081,WBC 9.56
27082,WBC 9.77
27083,WBC 9.80
27084,microogram/L
27085,months left side
27086,angular degrees LT
27087,angular degrees RT
27088,#NAME?
27089,#NAME?
27090,/ 22
27091,/u1
27092,cm a year
27093,last 3 month
27094,last 3 months
27095,last 3m
27096,ngm/di
27097,pgm/ml
27098,REC
27099,U/montlhly
27100,* 10 *6/L
27101,cc/sec
27102,here and there
27103,Non recorded
27104,smokes lots
27105,% in 10
27106,% in 10 yearss
27107,% in 10 yrs
27108,% in 10yrs
27109,%in 10years
27110,%t
27111,-87%
27112,(RPR)
27113,0 - 0.7
27114,0 - 5
27115,0.5
27116,150 - 400
27117,2 / weekly
27118,2.5 - 6.5
27119,24hr mercury level
27120,29.9
27121,30 - 50
27122,35 - 50
27123,5 in 10years
27124,5 in 10yeras
27125,6/monthly
27126,fourtnightly
27127,iu/.l
27128,jan
27129,mP.as
27130,ng/mLo
27131,per cent in 10 years
27132,U/wee35k
27133,umol./l
27134,umollft
27135,ng / mL
27136,150L/min
27137,/electronic c weekly
27138,/OCASIONAL
27139,/soccialy
27140,0 a week
27141,1 od ten years ago
27142,1/wk
27143,13 years ago
27144,20*6 cells/L
27145,50g/fortnightly
27146,8 od
27147,g 3 weeks
27148,g/two weekly
27149,g/TWO- THREE WEEKS
27150,gr /weekly
27151,in three months
27152,MONTHSLY
27153,ocvcasionally
27154,ONLY SOCIALLY
27155,socially on occassio
27156,socialy
27157,"U/,onthly"
27158,U/cossionally
27159,U/fortnighlty
27160,U/occacionally
27161,U/occaisionally
27162,U/occasiojnally
27163,U/occasionlly
27164,U/occasisonally
27165,U/OCCASONALLY
27166,U/occassionallyy
27167,U/occassionaly
27168,U/occasssionally
27169,U/occcasionally
27170,U/occioanlly
27171,U/ocsasionally
27172,U/once a year
27173,U/ossacionally
27174,U/seldom
27175,U/social drinker
27176,U/sociall
27177,U/three monthly
27178,U/very occasionally
27179,U/very occassionally
27180,U/weekely
27181,U/wooccasionally
27182,Uoccasionally
27183,Uoccasionlly
27184,occasionally whiskey
27185,no amount specified
27186,gHb/g fae
27187,/packsweekly
27188,/packweek
27189,15grams per week
27190,VAS
27191,g/ last 3 weeks
27192,\meddata\s6000\document\Apollo\2011\AUG\369291.TIF
27193,usually minimum
27194,/105
27195,\meddata\s6000\document\Apollo\2008\NOV\223172.AHF
27196,/day(occasional cig)
27197,U/4+times per week
27198,120/75
27199,132/76
27200,/vape day
27201,5-10 each day
27202,#NAME?
27203,log/22
27204,g/14 days
27205,/ Weeks
27206,1 0z/week
27207,U/weekly.
27208,42053
27209,packet per day
27210,gram a week
27211,25 grms 2/52
27212,U/occasioanally
27213,U/soically
27214,U/very occassionaly
27215,grams tabacco
27216,litre/ day
27217,nmils/l
27218,U/a night
27219,every evening
27220,ug Hg/g
27221,/w/end
27222,1.10%
27223,24/28
27224,times/morning
27225,U/monh
27226,milligram/L
27227,times/ last week
27228,pints / day
27229,0/we
27230,15/21
27231,/80 per week
27232,times/annual
27233,g/4 days
27234,Occossionally
27235,time a day
27236,oz/grams
27237,nmol/h/g{Hb}
27238,50g/ 7 weeks
27239,14mmol/L
27240,01-Oct
27241,no spec
27242,IU RE-TEST
27243,-2 times a week
27244,ug/ L FEU
27245,10/9 l(.425%)
27246,10/9 l(1.99%)
27247,10/9 l(52.6%)
27248,10/9 l(7.22%)
27249,times/ days
27250,/No info given
27251,/weekg
27252,No Number given
27253,one a week
27254,vape / month
27255,sachet per week
27256,times/ 5 weeks
27257,times/4weeks
27258,IU/L 28-100
27259,mg/l 0.0-5.0
27260,pound/week
27261,socially when younge
27262,-3x week
27263,-4x a week
27264,2x a week
27265,3x a week
27266,in last 2 weeks
27267,microgr/L
27268,SOCIAL  SMOKER
27269,ROLL YOUR OWN
27270,social vaping
27271,x10 6/mL S
27272,37 DegC
27273,/since March 2023
27274,/daiily
27275,ug/g  Pam
27276,rolled cig per day
27277,14/35
27278,140/week
27279,23/35
27280,33/35
27281,Farenhiet F
27282,2 weekly.
27283,Alarm set at 3.9 mmo
27284,65 beats/min
27285,FLU
27286,1 Packet/day
27287,Protect
27288,2g/day
27289,12's
27290,x10^9/l(28.3%)
27291,12 perday
27292,TRIG 2.54 TSH 2.20
27293,very faint - mono
27294,very faint biphasic
27295,days (1 day of vomit
27296,cm x5
27297,deg farenheit
27298,estimate
27299,#NAME?
27300,mgm alb/mmol creat
27301,% on 2 litres oxygen
27302,btls wine/week
27303,over 2 days
27304,cannabis - days
27305,occaionally
27306,kg/m sq
27307,U/week  0
27308,mgA/1
27309,g pw
27310,g/dcl
27311,weekly pack
27312,100 +
27313,if triggers
27314,ug/L FUE
27315,x10^9/l#[V#[&d@
27316,x 10 3/ul
27317,x 10 6/ul
27318,mmol/mol>
27319,Jul-63
27320,25 -50 gms/wk
27321,well
27322,oun/gram wk
27323,gramm/wk
27324,L/s  64% predicted
27325,6  over a year
27326,a few weeks
27327,days max
27328,g day
27329,ml vape
27330,Unsure duration
27331,yr hx
27332,µUI/mL
27333,ukat/L
27334,x10E3/uL
27335,£/daily
27336,13/35
27337,month(s)
27338,times/day but varies
27339,unknown amout
27340,/40 as per COPD
27341,72 hours
27342,36
27343,#¿#¿#¿HWB
27344,/packaweek
27345,/30gpack
27346,10(GSD)
27347,1 Month_
27348,day (new symtpoms)
27349,hour ago
27350,miniute
27351,month +#
27352,month worsening
27353,months _
27354,Not answered
27355,Week _
27356,weeks_
27357,years+
27358,boxes
27359,regular  beats/min
27360,bottle/per day
27361,bottles/perday
27362,U/3 week
27363,\meddata\s6000\document\Apollo\2008\APR\111959.TIF
27364,10^3 cells/uL
27365,bottles wine a day
27366,IU/L    ##
27367,mIU/L   ##
27368,ena
27369,mcmol/24h
27370,ug /Hb/g
27371,µU/mL
27372,66.6/1.60
27373,cannabis spliffs
27374,2 bottles wine
27375,Audic Score
27376,months - worse
27377,months worse
27378,year ++
27379,vapes /day
27380,U/never
27381,prefer not to say
27382,in last 14 days
27383,in the past 6-8 week
27384,on his birthday only
27385,wine every few weeks
27386,in quiting process
27387,No smoking info
27388,Centre ID
27389,Participant ID
27390,Pic
27391,uh Hb/g
27392,ml week
27393,oz /day
27394,ug/H/bg
27395,ug/H/b/g
27396,ng/Hbg
27397,/6mth
27398,Feb-25
27399,4.20%
27400,o/e
27401,time/everyday
27402,U/week BEERS
27403,01/12/2021
27404,rolls/ day
27405,degrees  farenheight
27406,(>15)   %
27407,(>25)   %
27408,7.32%
27409,1.11%
27410,0.04%
27411,%motility
27412,micorns
27413,0.08%
27414,3.55%
27415,mcu/ml
27416,-3 times/week
27417,-4x week
27418,-5x a week
27419,-6x a week
27420,/this month
27421,"3,4x a week, depends"
27422,in last week
27423,this week
27424,times this past week
27425,MONYHLY
27426,less then  monthly
27427,3032
27428,rolls up/per day
27429,/cigs a day
27430,UNABLE TO TELL
27431,24/35
27432,g/three week
27433,21 ounces
27434,0.1% 0.02
27435,µmol
27436,/month (social smoke
27437,/grams lasting 1/12
27438,/roll ups per day
27439,dk
27440,Monthly / Less
27441,Monthly Occasional
27442,Monthly Occassional
27443,8 2 to 3 times a wee
27444,2-4 month
27445,2 less than monthly
27446,2 less thn monthly
27447,4-8 per day
27448,1 monthly or less
27449,1-2 per month
27450,pmol/8 x10^8 RBCs
27451,Nov-27
27452,g/5 weeks
27453,GPL-U/mL l
27454,mcg/
27455,litre (118%)
27456,g/over 2 days
27457,17 years
27458,70+
27459,10/9 l(1.2%)
27460,/ unknown amount
27461,times/every 2-3 m
27462,10/9 l(5.31%)
27463,10/9 l(.263%)
27464,10/9 l(47.7%)
27465,10/9 l(2.10%)
27466,10/9 l(8.89%)
27467,10/9 l(37.9%)
27468,9 a day
27469,10/9 l(18.9%)
27470,10/9 l(69.9%)
27471,10/9 l(7.96%)
27472,10/9 l(.789%)
27473,48/minute
27474,micrograml/L
27475,MMOL/MOL IFCC
27476,2 x Month
27477,10/9 l(68.8%)
27478,10/9 l(5.97%)
27479,10/9 l(7.84%)
27480,10/9 l(2.02%)
27481,10/9 l(.171%)
27482,10/9 l(4.81%)
27483,4x daily
27484,10/9 l(2.23%)
27485,10/9 l(23.9%)
27486,10/9 l(9.05%)
27487,10/9 l(.417%)
27488,10/9 l(2.99%)
27489,10/9 l(.802%)
27490,10/9 l(.695%)
27491,10/9 l(4.95%)
27492,10/9 l(.085%)
27493,10/9 l(12.1%)
27494,10/9 l(1.54%)
27495,10/9 l(34.5%)
27496,10/9 l(81.5%)
27497,weeks worsening
27498,months- (worse)
27499,week - flare
27500,months- (generalised
27501,U/perMonth
27502,years intermittent
27503,months- back
27504,weeks - flare
27505,months - worsening
27506,months- flare
27507,U/Occassinally
27508,U/Occsasionally
27509,vaping daily
27510,year given up
27511,Study Identifier
27512,0.5  - 2.0
27513,5  times/week
27514,day   .
27515,Intermittent pain
27516,IRAS STUDY ID
27517,Study no.
27518,.      .
27519,4...   Day
27520,/since admit bernash
27521,falls +++
27522,10/9 l(38.9)
27523,10/9 l(6.94)
27524,10/9 l(49.3)
27525,10/9 l(.966)
27526,10/9 l(3.84)
27527,Blood Oxygen Sats
27528,heart rate
27529,27/35
27530,34/35
27531,3 months time
27532,3.0 mg/mmol
27533,?week
27534,10L
27535,instead of straights
27536,05-Jul
27537,/19 A Day
27538,/7Per Week
27539,/9 Per Week
27540,/9 Per Day
27541,gram/ day
27542,x10^9/l(67.2%)
27543,x10^9/l(77.4%)
27544,x10^9/l(80.3%)
27545,x10^9/l(13.7%)
27546,x10^9/l(80.9%)
27547,10/year
27548,week#]
27549,or more drinks daily
27550,/mg per week
27551,2/3 times/week
27552,Faeces
27553,IRIS ID
27554,Drinks/weekly
27555,beats/min75
27556,day 22nd Nov
27557,06-Oct
27558,times/two days
27559,times/yea
27560,cans 7.5% daily
27561,g tobacco /week
27562,times/2weekly
27563,8 a day
27564,g/ 14 days
27565,g/ evey 2 weeks
27566,10/9 l(7.45%)
27567,10/9 l(.828%)
27568,10/9 l(14.3%)
27569,10/9 l(60.1%)
27570,10/9 l(17.3%)
27571,/gms per week
27572,rolled ciggarettes
27573,Can of Cider/Daily
27574,70g/week
27575,28/35
27576,29/35
27577,days - this episode
27578,weeks - worse
27579,years - worsening
27580,year - worsening
27581,years of knee worsen
27582,/10 could go up to 9
27583,mmol/mmolHb
27584,360L/min
27585,mm per minute
27586,drinks/monthly
27587,10*6 mm^3
27588,= 79%  of predicted
27589,/oz  week
27590,gu/g
27591,D/weekly
27592,./day
27593,62umol/L
27594,41822
27595,IRAS  ID
27596,pipe smoker 2 bags w
27597,every 6 weeks
27598,\35
27599,ug hg/g faeces
27600,ng hb/g faeces
27601,ng mL
27602,past
27603,10.6 x 10*9/l
27604,16/35
27605,2 times per day
27606,2/4u
27607,\meddata\s6000\document\Apollo\2009\NOV\SCAN2082.T
27608,unaware of how much
27609,cans lager per week
27610,Monthly or More
27611,Monthly / Special
27612,times/recently
27613,times/during night
27614,\meddata\s6000\document\Apollo\2012\MAY\391762.TIF
27615,"
27616	WAVE
27617	Monthly/Less
27618	121/76
27619	times/3 days
27620	/when on holiday
27621	Not done by resp
27622	weeks post covid
27623	U/1 month
27624	pints if beer P/W
27625	U/week - wine bottle
27626	º
27627	4 units 2-4 times mt
27628	/occ
27629	60 units
27630	£ of cannabis-£20/8t
27631	/pouch every 2 days
27632	/gday
27633	g/ day
27634	HARMONIE VAS
27635	amount/day
27636	E8
27637	U/ momth
27638	/fornight
27639	/every 2w
27640	\meddata\s6000\document\Apollo\2010\JAN\278394.AHF
27641	\meddata\s6000\document\Apollo\2010\JAN\SCAN7592.A
27642	112mmHg
27643	8.2 mmol/L
27644	2.22 mmol/L
27645	Pints per day
27646	\meddata\s6000\document\Apollo\2013\MAR\SCAN6826.T
27647	\meddata\s6000\document\Apollo\2009\AUG\MERG0187.T
27648	\meddata\s6000\document\Apollo\2011\SEP\MERG4733.T
27649	\meddata\s6000\document\Apollo\2012\DEC\SCAN3912.T
27650	\meddata\s6000\document\Apollo\2013\MAR\MERG9991.T
27651	\meddata\s6000\document\Apollo\2011\APR\SCAN1802.T
27652	\meddata\s6000\document\Apollo\2013\JAN\MERG9354.T
27653	\meddata\s6000\document\Apollo\2011\FEB\SCAN9798.T
27654	day/s
27655	\meddata\s6000\document\Apollo\2008\JUL\SCAN6213.T
27656	\meddata\s6000\document\Apollo\2009\FEB\99556.TIF|
27657	\meddata\s6000\document\Apollo\2012\OCT\214272.TIF
27658	\meddata\s6000\document\Apollo\2013\FEB\MERG9712.T
27659	\meddata\s6000\document\Apollo\2008\JUN\MERG4201.T
27660	\meddata\s6000\document\Apollo\2009\AUG\114707.TIF
27661	\meddata\s6000\document\Apollo\2009\JAN\SCAN9289.T
27662	\meddata\s6000\document\Apollo\2009\JUN\SCAN1870.T
27663	\meddata\s6000\document\Apollo\2011\APR\SCAN1031.T
27664	\meddata\s6000\document\Apollo\2013\JAN\MERG9492.T
27665	\meddata\s6000\document\Apollo\2013\MAR\SCAN6846.T
27666	days or more
27667	\meddata\s6000\document\Apollo\2007\NOV\68123.TIF|
27668	\meddata\s6000\document\Apollo\2008\SEP\SCAN7518.T
27669	\meddata\s6000\document\Apollo\2011\SEP\MERG3074.T
27670	\meddata\s6000\document\Apollo\2012\AUG\MERG1091.T
27671	\meddata\s6000\document\Apollo\2012\NOV\MERG3997.T
27672	\meddata\s6000\document\Apollo\2013\FEB\MERG6094.T
27673	\meddata\s6000\document\Apollo\2009\MAY\MERG9220.T
27674	\meddata\s6000\document\Apollo\2010\MAR\SCAN3692.T
27675	\meddata\s6000\document\Apollo\2010\FEB\SCAN1860.T
27676	\meddata\s6000\document\Apollo\2010\JUN\MERG4511.T
27677	\meddata\s6000\document\Apollo\2012\MAY\204555.TIF
27678	\meddata\s6000\document\Apollo\2013\FEB\SCAN5670.T
27679	\meddata\s6000\document\Apollo\2008\SEP\SCAN6987.T
27680	\meddata\s6000\document\Apollo\2009\APR\SCAN1054.T
27681	\meddata\s6000\document\Apollo\2010\JUN\SCAN5482.T
27682	\meddata\s6000\document\Apollo\2010\NOV\SCAN8210.T
27683	\meddata\s6000\document\Apollo\2011\DEC\SCAN0064.T
27684	\meddata\s6000\document\Apollo\2013\FEB\MERG9694.T
27685	\meddata\s6000\document\Apollo\2008\JUN\83382.TIF|
27686	\meddata\s6000\document\Apollo\2009\OCT\117234.TIF
27687	\meddata\s6000\document\Apollo\2010\NOV\SCAN8525.T
27688	\meddata\s6000\document\Apollo\2012\MAY\MERG6879.T
27689	\meddata\s6000\document\Apollo\2013\JAN\SCAN1555.T
27690	\meddata\s6000\document\Apollo\2008\APR\MERG4065.T
27691	\meddata\s6000\document\Apollo\2008\JUN\MERG4737.T
27692	\meddata\s6000\document\Apollo\2012\AUG\210656.TIF
27693	\meddata\s6000\document\Apollo\2012\DEC\MERG4719.T
27694	\meddata\s6000\document\Apollo\2012\MAR\197934.TIF
27695	\meddata\s6000\document\Apollo\2012\MAY\203145.TIF
27696	\meddata\s6000\document\Apollo\2013\JAN\SCAN4499.T
27697	\meddata\s6000\document\Apollo\2008\DEC\SCAN8901.T
27698	\meddata\s6000\document\Apollo\2009\APR\MERG9385.T
27699	\meddata\s6000\document\Apollo\2012\JUL\SCAN8685.T
27700	\meddata\s6000\document\Apollo\2013\FEB\MERG9534.T
27701	\meddata\s6000\document\Apollo\2012\AUG\MERG7984.T
27702	\meddata\s6000\document\Apollo\2012\DEC\SCAN3416.T
27703	\meddata\s6000\document\Apollo\2012\OCT\214719.TIF
27704	\meddata\s6000\document\Apollo\2009\MAR\100788.TIF
27705	\meddata\s6000\document\Apollo\2011\MAR\SCAN7836.T
27706	\meddata\s6000\document\Apollo\2011\NOV\SCAN8208.T
27707	\meddata\s6000\document\Apollo\2012\SEP\MERG1308.T
27708	\meddata\s6000\document\Apollo\2013\MAR\MERG0195.T
27709	\meddata\s6000\document\Apollo\2009\JUN\SCAN9284.T
27710	\meddata\s6000\document\Apollo\2009\MAY\MERG8818.T
27711	\meddata\s6000\document\Apollo\2011\JAN\MERG3564.T
27712	\meddata\s6000\document\Apollo\2013\APR\SCAN2900.T
27713	\meddata\s6000\document\Apollo\2013\FEB\MERG9846.T
27714	\meddata\s6000\document\Apollo\2013\MAR\SCAN7085.T
27715	\meddata\s6000\document\Apollo\2008\APR\76624.TIF|
27716	\meddata\s6000\document\Apollo\2012\MAR\199285.TIF
27717	\meddata\s6000\document\Apollo\2012\NOV\SCAN0956.T
27718	\meddata\s6000\document\Apollo\2013\FEB\SCAN2193.T
27719	\meddata\s6000\document\Apollo\2008\MAR\MERG3681.T
27720	\meddata\s6000\document\Apollo\2009\APR\SCAN1008.T
27721	\meddata\s6000\document\Apollo\2009\MAR\101161.TIF
27722	\meddata\s6000\document\Apollo\2012\AUG\210233.TIF
27723	\meddata\s6000\document\Apollo\2013\APR\SCAN2696.T
27724	\meddata\s6000\document\Apollo\2009\MAY\108383.TIF
27725	\meddata\s6000\document\Apollo\2012\APR\SCAN7569.T
27726	\meddata\s6000\document\Apollo\2013\FEB\309768.TIF
27727	kt
27728	\meddata\s6000\document\Apollo\2011\NOV\MERG5202.T
27729	\meddata\s6000\document\Apollo\2012\DEC\MERG8913.T
27730	\meddata\s6000\document\Apollo\2012\DEC\SCAN3599.T
27731	\meddata\s6000\document\Apollo\2013\APR\MERG7804.T
27732	\meddata\s6000\document\Apollo\2011\MAY\MERG3994.T
27733	\meddata\s6000\document\Apollo\2012\DEC\MERG9096.T
27734	\meddata\s6000\document\Apollo\2012\OCT\300582.TIF
27735	\meddata\s6000\document\Apollo\2011\JUN\MERG0905.T
27736	/puff per week e-cig
27737	\meddata\s6000\document\Apollo\2010\7\Document 180
27738	113beats/min
27739	2/da
27740	10 / 15 daily
27741	times/afternoon
27742	mcg/kg/g
27743	mg/100mi
27744	U/ Aday
27745	ug Hb/g Faecal
27746	ng m/l
27747	Ug/g, null
27748	U/ every other week
27749	1.15
27750	mgmol/L
27751	µg/mg
27752	Smoked 1 Last Christ
27753	fL     (
27754	macrogram/l
27755	\meddata\s6000\document\Apollo\2011\FEB\352070.TIF
27756	5g /week
27757	/2023
27758	2023
27759	(   7
27760	1 in the last 2month
27761	(  15
27762	yd
27763	/gpd
27764	/every 6 years
27765	/day (Infrequent)
27766	/monthl
27767	22/25
27768	2-3/7
27769	wine most nights
27770	pmol//L
27771	/6monthy
27772	h  iu/L
27773	/week (Vape)
27774	occational
27775	rolls/ p.day
27776	/28 (0=normal)
27777	30 days
27778	IRAS Project Number
27779	e/o day
27780	U/Audit - C (3)
27781	/month.
27782	29+1
27783	100 beats/min
27784	U/3 times a month
27785	> x ml/L
27786	U/2
27787	every 3/4 days
27788	x106/L
27789	dfiuhiu
27790	139/81
27791	/other day
27792	0/ week
27793	1/2 a year
27794	1/2 year
27795	every mins
27796	? times/day
27797	10*6 cells/mL
27798	13.6gm%
27799	lakhs/cu mm
27800	gms%
27801	week ends
27802	about"" x %"
27803,x10^9/l(47.9%)
27804,x10^9/l(39.6%)
27805,µmols/l
27806,2uw
27807,x10^9/l(14.3%)
27808,x10^9/l(17.7%)
27809,x10^9/l(23.6%)
27810,x10^9/l(30.9%)
27811,x10^9/l(31.4%)
